date,XOM,JNJ,GE,T,WFC,JPM,CHL,WMT,PG,VZ,PFE,F,KO,CVX,NVS,BABA,V,FMX,ORCL,HD,DIS,MS,PM,TM,UBS,PEP,IBM,NVO,BAC,UL,UN,TSM,UNH,RIO,C,HSBC,BMY,TOT,MCD,MA,CVS,SNY,MMM,DCM,BP,GSK,ABBV,TJX,SAP,AGN,NKE,UPS,RY,NTT,HON,UTX,ABEV,SNP,BA,TD,LLY,ACN,UNP,LMT,RAI,USB,DEO,AZN,D,LOW,LYG,DHR,MTU,CL,BBL,CAJ,SAN,GS,SPG,AXP,AIG,BNS,LFC,BT,DOW,TMO,DD,EPD,CB,TWX,OXY,NEE,BLK,E,ABT,DUK,NGG,CRM,COP,EMC
15-01-02,92.83,104.52,25.06,33.87,54.7,62.49,58.49,85.9,90.44,46.96,31.33,15.36,42.14,112.58,92.25,103.6,66.26,85.4,44.33,103.43,93.75,38.71,81.02,125.67,17.09,94.44,162.06,42.49,17.9,39.98,38.72,22.28,100.78,45.72,54.26,47.07,59.51,51.16,93.26,85.68,95.1,45.52,164.06,14.65,38.12,42.37,65.89,67.96,70.04,259.13,47.52,110.38,68.55,25.63,100.23,115.04,5.95,80.21,129.95,46.91,70.06,88.84,118.61,193.31,31.91,44.83,112.24,35.2,77.49,67.7,4.65,85.72,5.51,69.04,42.72,31.68,8.42,194.41,185.34,93.02,56.11,55.88,9.97,30.66,45.59,128.12,73.71,36.83,114.44,84.93,80.65,106.69,356.73,34.98,44.9,84.05,69.94,59.24,68.92,29.83
15-01-05,90.29,103.79,24.6,33.55,53.2,60.55,57.62,85.65,90.01,46.57,31.16,14.76,42.14,108.08,92.45,101,64.79,82.97,43.59,101.26,92.38,37.5,80.41,123.37,16.6,93.73,159.51,42.41,17.38,39.23,37.74,21.74,99.12,44.43,52.55,45.99,58.58,48.06,92.23,83.27,94.16,44,160.36,14.44,36.1,41.91,64.65,67.2,67.2,256.69,46.75,108.17,67.1,25.16,98.32,113.12,5.84,80.29,129.05,45.87,69.37,87.34,114.6,189.29,31.6,43.75,111.06,34.93,76.55,66.08,4.52,84.87,5.37,68.53,40.74,31.19,7.93,188.34,186.1,90.56,55,54.67,9.7,29.88,44.18,126.36,71.72,34.4,112.57,83.24,77.66,105.56,347.5,31.96,44.91,82.84,69.35,58.17,65.64,29.24
15-01-06,89.81,103.28,24.07,33.6,52.09,58.98,56.7,86.31,89.6,47.04,31.42,14.62,42.46,108.03,91.67,103.32,64.38,84.57,43.14,100.95,91.89,36.42,81.1,122.1,16.41,93.02,156.07,41.9,16.86,39.03,37.64,21.36,98.92,44.96,50.7,45.32,58.48,47.66,92.4,83.09,94.23,45.11,158.65,14.5,35.83,41.68,64.33,66.87,65.68,255.17,46.48,107.46,66.25,25.4,98.09,111.52,6.06,79.04,127.53,44.91,69.72,86.71,112.23,188.4,31.72,43.17,109.08,34.08,76.16,66.23,4.38,84.29,5.25,67.81,40.53,31.01,7.78,184.53,191.28,88.63,54.22,53.67,9.43,29.3,43.47,125.18,70.89,33.59,111.58,82.3,77,105.97,342.1,32.08,44.4,84.2,68.01,57.2,62.93,28.68
15-01-07,90.72,105.56,24.08,33.17,52.4,59.07,59.57,88.6,90.07,46.19,31.85,15.04,42.99,107.94,92.07,102.13,65.24,85.3,43.15,104.41,92.83,36.94,81.71,125.17,16.69,95.74,155.05,42.21,16.94,39.45,38.15,21.67,99.93,45.38,51.17,45.67,59.24,48.33,94.01,84.22,95.93,44.68,159.8,14.62,35.92,42.11,66.93,68.24,65.09,265.23,47.44,108.46,66.24,25.45,98.8,112.73,6.16,80.84,129.51,44.76,69.23,88.53,112.85,190.83,32.23,43.55,110.27,34.04,76.47,68.2,4.39,84.8,5.25,68.35,41.01,31.09,7.9,187.28,194.8,90.3,54.48,53.8,9.62,29.78,43.4,128.93,72.31,34.02,113.17,83.17,77.01,106.94,349.34,32.3,44.76,84.47,69.95,56.93,63.35,28.75
15-01-08,92.23,106.39,24.37,33.5,53.56,60.39,60.62,90.47,91.1,47.18,32.5,15.42,43.51,110.41,95.27,105.03,66.11,86.92,43.41,106.72,93.79,37.49,82.94,127.58,16.65,97.48,158.42,42.84,17.29,40.18,38.96,21.81,104.7,45.69,51.94,45.82,60.72,49.63,94.36,85.53,97.97,45.4,163.63,14.94,36.73,43.19,67.63,68.6,66.13,268.96,48.53,110.41,66.61,26.13,100.6,114.65,6.19,81.52,131.8,44.99,70.87,89.88,117.08,195.13,32.76,43.87,111.72,34.54,77.37,69.64,4.44,86.11,5.27,69.28,42.03,31.45,7.35,190.27,194.52,91.58,54.24,54.2,9.72,30.08,44.48,130.27,74.53,34.44,115,85.49,77.69,107.59,353.42,33.09,45.68,84.81,70.37,58.59,64.93,29.29
15-01-09,92.1,104.94,24.03,33.4,52.68,59.34,60.95,89.35,90.25,46.76,32.65,15.21,43.03,108.21,96.12,103.02,65.13,87.04,43.39,104.89,94.25,36.88,82.72,126.08,16.54,96.82,159.11,43.21,16.98,39.85,38.57,21.2,103.72,45.53,50.78,45.58,60.32,48.64,93.21,84.44,97.92,44.55,161.62,15.54,36.58,42.8,65.78,67.75,65.03,268.68,48,109.6,65.28,26.48,98.93,114.02,6.28,80.02,131.54,44.3,69.93,89.78,114.98,195.02,32.49,42.96,110.89,34.72,76.5,68.33,4.43,85.53,5.22,68.6,41.98,31.07,6.88,187.35,196.57,90.42,53.32,53.08,9.74,29.74,44.41,129.75,73.5,34.32,113.37,84.21,77.54,106.64,349.23,32.27,45.2,84.93,69.97,58.16,64.92,29.68
15-01-12,90.33,104.58,23.98,33.49,52.05,58.83,61.04,90.02,89.92,47.08,32.77,15.22,42.64,105.88,95.48,101.62,65,86.28,43.27,104.42,94.46,36.37,83.05,126.04,16.38,96.42,156.44,43.7,16.68,40.46,39.15,20.79,102.55,44.57,50.38,45.62,62.18,48.45,93.01,83.36,97.2,44.92,160.74,15.52,36.05,42.93,65.76,67.4,67.7,272.28,47.93,109.64,64.15,26.49,98.45,114.45,6.32,79.53,130.87,43.49,69.42,89.51,113.97,194.47,32.82,42.56,111.85,35.4,76.5,67.85,4.41,84.47,5.22,68.26,41.27,31.11,6.91,185.07,196.76,89.5,52.36,51.8,9.7,30.04,44.15,128.5,74.41,32.69,112,84.05,74.95,106.37,346.93,32.18,45.58,85.01,70.03,57.73,63.07,28.94
15-01-13,90,104.76,23.86,33.49,51.85,58.84,63.26,89.31,90.3,47.18,32.44,15.21,42.63,104.2,96.36,100.77,65.2,86.96,42.93,103.73,95.19,36.03,83.1,126.41,16.59,96.35,156.81,43.69,16.45,40.63,39.24,21.05,103.07,43.88,50.02,45.71,63.12,48.52,92.83,83.55,97.24,45.09,160.62,15.48,35.96,42.91,63.39,67.16,66.89,269.9,47.5,110.11,64.13,26.56,99.15,114.34,6.37,80.9,131.17,43.41,69.38,89.83,111.83,194.35,33.07,42.1,112.33,35.38,76.44,67.86,4.41,84.35,5.26,68.73,40.87,31.62,6.98,184.93,196.89,89.23,51.87,51.78,9.77,30.12,43.61,128.34,73.14,31.85,112.17,85.16,74.97,106.79,347.98,32.53,44.61,85.47,70.19,57.97,62.44,28.65
15-01-14,89.74,104,23.78,33.33,51.25,56.81,62.18,86.61,89.99,46.97,32.48,15.11,42.56,103.9,96.81,99.58,63.89,86.49,43.06,102.64,94.23,35.21,83.42,125.82,16.48,96.67,155.8,44.05,16.04,40.93,39.59,21.06,103.33,42.95,49.05,45.24,62.95,48.68,91.54,83.46,97.33,44.8,159.84,15.98,35.67,42.85,63.7,66.23,66.97,266.42,46.86,109.37,63.33,27.33,98.69,113.52,6.41,80.35,130.38,42.34,69.76,88.78,111.36,193.23,33.28,41.34,111.78,35.63,76.45,67.39,4.42,83.02,5.21,68.45,39.66,31.74,6.96,180.23,198.63,87.07,51.38,51.67,9.73,30.64,43.43,126.2,72.95,32.45,109.85,82.39,75.48,107.45,345.75,32.11,44.28,85.69,69.29,57.25,62.62,28.14
15-01-15,88.96,102.49,23.58,33.26,50.72,54.99,62.68,87.38,89.86,47.1,32.4,14.86,42.38,102.67,100.58,96.31,63.28,84.31,42.63,101.01,94.35,34.58,82.82,126.78,16.53,96.67,154.57,44.17,15.2,41.3,40.03,22.89,104.46,43.1,47.23,45.26,61.63,48.95,91.38,82.25,97.17,45,159.66,16.2,35.73,42.91,62.89,65.28,66.88,263.75,46.4,109.29,62.79,27.5,97.11,113.52,6.36,80.01,130.14,41.72,69.74,88.17,110.8,192.37,33.62,40.94,113.81,35.65,77.17,66.35,4.44,82.03,5.2,68.32,40.99,32.19,6.96,178.49,200.07,85.88,50.4,51.27,10.1,30.54,43.31,124.13,73.15,32.89,109.82,82.42,75.99,107.04,342.45,32.33,43.95,86.76,69.36,55.11,61.41,27.81
15-01-16,91.12,104.04,23.59,33.8,51.64,55.93,63,86.77,91.25,47.99,32.8,15.02,42.53,105.12,100.95,96.89,63.74,86.22,43.51,104.12,95.18,34.89,82.7,128.88,16.23,97.29,157.14,44.29,15.38,41.78,40.65,22.6,105.77,44.2,47.61,45.24,62.31,50.91,91.49,83.8,98.74,46.36,162,16.36,37.86,43.7,64.54,66.75,67.11,268.66,46.5,110.3,63.09,27.73,98.22,116.15,6.53,80.82,130.78,41.93,70.68,88.89,111.9,194.71,33.78,41.52,115.07,36.02,77.76,67.99,4.51,82.54,5.25,69.17,42.47,32.27,6.95,177.23,200.8,86.04,51.11,51.48,10.13,31.11,44.79,125.29,74.25,34.38,111.75,83.18,78.06,108.22,348.07,33.52,44.49,87.35,70.01,56.64,63.08,27.88
15-01-20,91.09,101.29,23.85,33.95,52,55.71,63.46,86.69,91.19,48.18,33.1,15.01,43.16,106.47,101.48,100.04,64.21,86.35,43.9,103.25,94.74,34.75,83.58,129.16,16.56,97.51,156.95,45.06,15.26,41.37,40.51,23.09,105.62,43.97,47.26,45.36,62.45,50.27,90.8,84.26,98.37,46.66,161.94,16.51,37.69,44.16,63.45,66.22,63.56,269.01,46.8,111.31,62.26,27.84,98.98,117.53,6.49,79.22,131.22,41.64,72.03,88.62,113.95,195.75,34.26,41.21,115.34,35.89,78.37,66.52,4.6,82.97,5.3,68.96,42.28,32.62,7.06,175.63,199.63,87.26,50.65,50.87,9.97,31.47,44.13,125.24,74.36,34.23,110.47,80.35,78.01,108.93,346.59,33.28,44.22,87.69,70.57,57.29,63.19,27.74
15-01-21,91.87,101.9,24.04,34,52.1,55.89,66.74,86.64,90.73,48.25,32.64,14.97,43.36,108.16,98.75,103.29,64.32,87.6,43.49,103.53,94.17,34.73,84.55,128.66,16.79,97.4,152.09,45.19,15.41,42.01,40.76,23.21,109.32,44.56,47.74,45.76,61.95,51.64,90.34,83.72,99.5,46.76,162.54,16.71,38.82,44.71,62.7,66.01,64.08,275.77,46.76,111.68,62.16,27.72,99.25,119.03,6.58,80.65,132.41,41.3,72.24,88.34,114.4,195.5,34.38,42.2,117.11,35.54,79.27,67.32,4.54,83.26,5.28,68.35,43.44,33.28,7.04,177.15,200.22,87.67,50.83,50.97,10.33,31.91,44.74,125.36,74.18,35.7,110.54,80.73,79.24,109.89,349.5,34.35,44.06,88.68,70.79,57.71,64.54,27.71
15-01-22,92.87,103.76,24.28,33.79,53.77,57.59,67.32,88.3,91.62,47.8,32.81,15.03,43.78,108.92,96.84,104,64.4,90.43,44.05,106.07,95.15,35.53,85.16,129.86,17.24,98.9,155.39,44.25,16.09,42.01,40.88,23.71,113.85,44.9,49.57,46.84,62.09,51.95,90.89,84.38,100.28,46.73,165.89,16.82,38.98,44.96,62.98,67.5,64.35,278.01,47.92,114.25,60.26,28.56,99.39,120.45,6.74,81.74,135.64,41.78,72.46,89.5,119.83,198.09,34.6,43.43,116.8,35.32,78.72,69.55,4.57,84.5,5.28,69.32,44.07,33.15,7.05,182.04,204.03,84.37,52.28,51.44,10.51,31.82,45.36,127,75.09,35.22,113.43,81.72,78.86,109.55,360.79,34.77,44.49,88.63,70.57,58,65.3,28.54
15-01-23,90.89,102.2,24.48,33.37,53.26,56.68,67.06,88.51,90.08,47.15,32.45,14.91,43.31,106.85,96.87,103.11,64.57,87.72,44.19,105.37,94.72,35.15,82.82,129.66,17.34,98.53,155.87,43.88,15.73,42.51,41.3,23.99,112,43.08,48.62,46.83,62.07,51.21,89.56,84.39,100.62,46.88,164.02,16.68,38.9,45.01,62.43,67.63,64.52,279.12,48.08,102.93,60.73,28.37,102.5,119.98,6.62,81.91,134.62,42.23,72.13,89.22,120.09,197.44,34.5,43.32,117.76,35.34,79.09,69.71,4.49,84.14,5.25,67.14,42.76,33.05,6.94,180.49,203.11,84.13,51.51,51.4,10.52,32.28,44.57,124.87,73.79,35.26,112.88,79.97,78.85,109.48,355.12,33.58,43.86,88.72,70.5,58.62,64.65,28.7
15-01-26,91.76,102.26,24.59,33.18,53.58,56.77,66.62,88.63,89.58,46.96,32.8,15.08,43,108.88,96.49,103.99,64.13,87.9,43.9,106.36,94.97,35.11,83.05,131.86,17.25,98.69,156.36,45.16,15.85,43.6,42.69,24.16,111.61,43.67,48.89,47.31,62.46,52.72,90.67,83.6,101.01,46.73,164.24,16.78,39.92,45.19,62.83,68.14,66.1,285.02,48.18,102.35,60.41,28.48,101.89,118.75,6.6,81.43,134.07,42.09,72.11,89.08,121.33,195.68,35.01,43.53,118.65,35.28,78.93,70.44,4.58,83.66,5.33,66.29,43.42,33.27,7.03,180.42,205.16,83.3,51.21,50.95,10.58,32.14,44.56,125.64,74.11,34.92,112.9,80.97,80.32,109.75,357.39,34.25,44.15,88.55,70.81,59.78,65.82,28.33
15-01-27,90.95,102.09,24.38,32.81,52.97,56.2,65.85,87.53,86.49,46.35,32.6,14.85,42.39,108.26,98.93,102.94,62.75,87.42,43.4,105.16,93.97,34.66,81.6,131.1,17.16,96.72,153.67,45.49,15.63,43.91,43.1,24.19,110.01,43.76,48.31,46.97,61.99,53.1,89.57,81.77,100.82,46.6,163.63,16.64,40.21,45.16,63.1,68.25,65.5,280.2,47.25,100.85,60.54,28.82,100.9,119.16,6.6,80.19,132.48,42.1,71.73,86.16,120.86,190.55,34.74,42.98,118.11,35.94,78.98,69.85,4.55,84.64,5.39,65.66,43.43,33,7,176.49,204.68,82.4,50.47,50.95,10.3,32.14,44.17,124.88,73.18,34.86,111.3,80.64,79.41,111.22,351.48,34.4,43.68,88.72,71.69,57.79,65.54,27.41
15-01-28,87.95,101.48,23.84,32.68,52.16,54.75,65.52,86.82,85.15,46.05,31.95,14.46,41.92,103.71,97.11,98.45,61.59,86.42,42.69,104.74,92.67,33.77,80.58,130.95,16.6,95.72,151.55,44.98,15.2,43.49,42.66,23.93,108.46,43.27,47.11,46.51,61.33,50.57,88.78,80.74,99.6,46.05,163.94,16.89,38.88,44.99,61.85,67.27,64.19,273.88,46.66,99.3,59.01,29.25,99.82,116.92,6.57,79.17,139.64,40.88,70.97,84.36,119.15,189.25,34.57,42.1,117.89,35.5,77.85,69.22,4.44,82.85,5.35,65.12,42.78,31.78,6.62,173.05,203.51,81.73,49.21,49.93,9.86,32.04,43.03,124.34,71.71,33.33,109.3,78.89,76.5,109.92,345.03,33.85,43.41,87.85,71.56,56.35,62.58,26.6
15-01-29,87.58,102.38,24.08,32.96,52.76,55.67,67.08,87.72,85.67,46.11,31.83,14.85,42.1,103,99.16,89.81,62,85.59,42.86,107.62,93.22,34.37,81.22,132.15,16.85,96.03,155.48,45.92,15.43,44.67,43.88,23.29,109.39,44.29,47.62,46.68,61.14,51.67,93.27,81.38,100.11,47,166.13,16.89,38.75,45.16,63.12,67.61,65.82,273.25,47.44,100.42,58.75,29.4,100.17,116.45,6.81,79.73,147.78,40.95,72.11,85.64,120.09,192.5,34.84,42.57,121.94,35.94,79.14,69.93,4.51,83.93,5.37,69.03,43.09,31.8,6.86,175.99,204.76,82,49.26,49.53,10.01,32.38,45.01,127.96,72.71,34.36,110.13,79.73,78.31,111.66,346.94,34.2,45.26,89.36,71.94,58.1,62.82,26.4
15-01-30,87.42,100.14,23.89,32.92,51.92,54.38,65.32,84.98,84.29,45.71,31.25,14.71,41.17,102.53,97.4,89.08,63.73,83.56,41.89,104.42,90.96,33.81,80.24,128.85,16.68,93.78,153.31,44.56,15.15,43.97,43.37,22.71,106.25,44.13,46.95,45.72,60.27,51.51,92.44,82.03,98.16,46.09,162.3,16.88,38.83,44,60.35,65.94,65.36,266.54,46.12,98.84,56.59,29.54,97.76,114.78,6.58,79.21,145.37,39.83,72,84.03,117.21,188.37,33.98,41.91,118.13,35.52,76.89,67.76,4.39,82.38,5.3,67.52,43.69,31.51,6.69,172.41,198.66,80.69,48.87,48.04,9.57,31.39,45.16,125.21,71.21,34.44,107.96,77.93,80,109.24,340.51,33.9,44.76,87.14,70.34,56.45,62.98,25.93
15-02-02,89.58,100.83,24.21,33.56,52.81,55.47,67.18,85.71,85.12,46.98,31.65,15.27,41.59,106.06,97.65,90.13,63.84,85.02,42.68,104.43,91.93,34.42,81.63,131.09,16.88,95.33,154.66,44.73,15.46,43.88,43.19,22.94,107.29,45.18,47.72,46.09,60.23,53.76,92.51,82.98,99.11,46.69,164.42,16.9,39.86,43.96,60.7,65.87,66.95,267.79,45.96,100.13,58.04,29.8,99.77,116.58,6.5,79.5,146.26,40.85,71.69,85.83,119.01,189.33,34.52,42.73,117.62,35.3,77.72,68.41,4.42,83.74,5.35,68.99,45.07,31.8,6.76,175.49,199.41,82.13,50.46,49.38,9.73,31.12,45.22,125.89,71.61,34.79,109.31,78.59,80.16,110.07,347.64,34.63,45.23,87,70.44,57.28,65.77,26.43
15-02-03,92.25,102.46,24.47,34.34,53.45,56.72,66.93,86.19,85.95,47.83,32.02,15.65,41.63,109.53,97.41,90.61,64.95,85.62,43.04,107.24,94.1,35.04,82.24,131.1,17.18,96.2,158.47,44.74,15.89,43.91,43.1,23.15,107.81,47.33,48.88,46.85,59.86,55.46,93.92,83.81,100.13,46.93,165.94,16.94,41.1,44.26,61.65,67.3,68.38,268.35,46.68,100.57,60.34,29.82,101.27,118.89,6.51,81.57,147.34,42.61,70.89,87.92,121.79,192,34.96,43.28,117.4,35.56,78.58,69.63,4.57,85.02,5.39,69.19,47.68,31.62,7.14,180.24,200.09,83.73,51.33,51.5,10.2,32.14,46.89,127.33,73.33,35.33,111.01,80.33,82.15,110.24,352.95,36.25,45.83,86.78,70.95,58.61,67.74,26.83
15-02-04,91.46,101.36,24.16,34.41,53.03,56.38,68.21,86.65,85.79,47.8,32.07,15.87,41.68,108.35,98.15,90,66.22,85.65,42.42,108.41,101.28,34.77,82.08,132.68,17.44,96.6,156.96,43.22,15.79,43.35,42.37,23.58,107.92,46.27,48.4,46.7,59.24,54.07,94.05,84.18,100.46,47,164.81,16.71,40.45,44.95,56.91,67.87,67.39,266.23,46.27,100.53,59.01,29.77,100.75,117.79,6.37,81.86,147.22,41.84,70.22,87.34,120.44,192.28,34.78,43.58,116.8,35.53,77.63,70.67,4.48,84.34,5.56,69.2,46.32,31.48,6.96,178.78,201.83,83.61,51.51,50.49,10.38,32,46.22,126.35,73.74,34.76,111.62,80.14,80.85,109.44,350.78,34.74,45.17,85.98,70.13,58.99,65.87,26.84
15-02-05,92.36,102.46,24.5,34.54,53.67,56.77,69.47,87.28,86.7,47.86,32.99,15.85,41.79,109.31,97.79,87,67.95,87.5,43.16,108.99,102.64,34.93,82.57,131.74,17.44,96.61,157.91,43.68,15.97,43.53,42.81,23.66,108.82,47.44,48.54,47.07,60.23,54.81,94.34,85.82,100.76,48.42,166.55,17.02,41.38,45.95,57.99,68.44,68.71,274.67,46.67,101.46,60.63,30.21,102.34,120.11,6.53,81.02,148.6,43.21,71.41,88.47,122.85,194.06,34.72,44,117.59,34.62,78.69,71.47,4.61,85.48,5.68,69.79,47.18,31.57,7.02,180.77,203.22,84.73,51.62,51.95,10.06,33.94,47.8,127.04,76,35.68,113.1,79.98,82.12,109.71,358.82,35.98,45.65,86.72,70.46,59.26,67.57,27.08
15-02-06,91.5,101.1,24.52,34.87,54.45,57.89,67.69,87.33,85.61,49.33,33.17,15.86,41.45,109.61,98.75,85.68,66.86,87,42.98,109.04,102.02,35.79,81.27,129.57,17.37,96.71,156.72,42.43,16.49,42.67,41.89,23.1,107.6,46.24,49.14,47.08,59.67,53.67,93.99,84.16,100.61,48.05,166.07,16.66,41.17,46,56.9,68.25,66.67,276.55,45.9,100.67,60.72,28.99,101.75,119.81,6.43,79.04,148,43.29,70.36,88.15,121.81,195.24,34.5,44.41,116.39,33.84,75.71,71.9,4.58,84.79,5.71,69.3,45.93,31.59,6.9,183.43,195.08,85.01,52.1,52.01,9.84,33.58,48.4,124.8,76.1,35.29,112.88,80.38,81.75,105.8,362.43,35.08,45.5,83.11,68.95,59.17,67.49,27.35
15-02-09,91.56,99.78,24.64,34.64,54.21,57.82,66.96,85.91,85.05,49.09,33.07,15.92,41.23,110.43,102.46,86,66.36,88.9,43.4,108.34,101.73,35.63,80.83,129.16,17.34,95.97,155.75,42.07,16.35,42.74,41.79,22.67,106.49,47,49.21,46.37,58.85,53.95,92.72,84.59,99.56,47.8,164.84,16.69,41.61,46.39,55.48,67.5,66.31,272.31,45.58,100.46,61.35,30.15,101.59,119.32,6.53,79.36,147.58,43.77,69.61,87.36,119.45,193.02,34.22,44.17,115.49,33.86,75.23,70.95,4.53,84.45,5.72,69.07,46.86,31.33,6.8,182.22,194.11,84.98,52.14,52.61,9.87,33.08,48.26,123.4,75.72,34.62,111.97,80.54,81.26,104.52,360.87,35.07,44.52,82.7,67.78,57.98,67.85,27.32
15-02-10,91.01,100.35,24.72,34.85,54.57,58.46,66.77,87.29,85.39,49.51,34.15,16.09,42.4,110.18,102.27,87.26,66.14,88.17,43.99,110.67,101.92,36.16,81.08,130.85,16.93,97.99,158.56,42.8,16.42,42.94,42.14,23.86,108.97,45.79,49.39,45.62,59.83,53.95,94.02,84.23,101.68,48.25,165.82,17.26,41.25,46.25,56.89,68.29,67.33,279.14,46.38,101.08,60.79,30.66,102.44,119.4,6.41,79.19,148.04,43.43,70.5,87.52,120.87,195.67,35.14,44.52,115.72,34.12,76.66,71.76,4.55,85.46,5.8,69.44,45.8,32.04,6.89,184.56,194.75,85.84,52.41,52.11,9.98,34.47,48.5,125.03,75.98,34.58,111.75,80.81,81.31,107.83,370.67,34.94,44.92,84.18,68.51,58.79,67.99,27.24
15-02-11,90.6,100.38,24.77,34.39,53.9,58.37,66.62,86.34,85.64,49.81,34.25,16.25,42.37,109.98,102.28,86,66.5,86.45,43.36,110.31,101.87,36.37,82.48,131.02,16.54,100.4,158.2,42.56,16.36,42.94,42.17,24.29,109.85,45.8,49.68,45.42,59.31,53.32,94.21,84.46,102.59,48.16,164.48,17.3,40.35,46.21,56.69,68.36,66.84,277.51,45.66,100.91,60.69,30.64,102.43,118.69,6.29,78.41,147.92,43.53,69.95,87.96,122.14,196.31,35.9,44.27,115.26,34.22,74.12,71.43,4.53,85.66,5.78,69.47,45.42,32.28,6.78,187.65,192.42,86.01,52.25,52.12,10.01,35.04,48.08,125.42,75.25,34.07,112.46,81.01,79.98,105.06,369.9,34.08,44.93,81.85,68.52,58.8,67.88,27.26
15-02-12,92.37,98.44,24.89,34.61,54.86,59.57,68.92,85.89,86.03,49.52,34.87,16.36,42.17,110.86,102.37,87.1,67.73,88.91,43.89,112.16,103.58,36.9,83.69,131.82,16.98,100.27,158.52,43.15,16.67,43.2,42.58,24.47,109.84,47.15,50.89,46.14,59.48,54.5,95.09,87.52,103,48.6,165.91,17.45,41.34,45.95,57.05,68.88,69.09,281.66,46,101.41,62.03,30.73,103.5,119.59,6.44,79.8,148.09,44.43,70.53,89.09,123.83,197.48,36.54,45.12,115.29,34.88,73.72,72.19,4.56,86.6,5.88,69.85,46.46,32.29,7.05,189.78,194.72,80.48,52.45,53.27,10.17,34.78,49.15,126.83,76.29,34.25,112.96,83.31,82.04,105.34,374.88,35.62,45.22,81.06,69.05,61.26,68.04,27.87
15-02-13,93.37,99.62,25.15,34.66,55.33,59.67,68.7,85.81,85.9,49.31,34.64,16.3,41.99,112.78,102.2,89.05,67.41,88.66,43.93,111.89,104.17,36.78,82.87,132.49,17.19,99.13,160.4,43.76,16.61,43.03,42.28,24.84,109.44,49.37,51.2,46.13,60.04,54.14,95.65,87.14,102.63,49.42,165.94,17.6,41.93,47.94,58.05,69.24,69.09,285.37,46.02,101.79,62.26,30.9,104.38,121.25,6.37,80.13,149.73,44.57,70.56,89.79,122.6,196.95,35.93,45.07,113.89,34.98,72.91,72.05,4.6,86.81,6.01,70.08,48.82,32.37,7.18,189,193.11,78.08,53.96,53.9,10.28,33.86,49.44,127.61,76.18,34.44,113.05,83.87,83.11,103.62,376.04,36.31,46.09,79.84,68.59,62.85,69.88,27.99
15-02-17,93.05,100.44,25.17,34.71,55.37,60.1,68.71,85.96,85.49,49.18,34.58,16.11,41.81,112.4,102.25,86.85,67.72,89.16,43.84,112,104.12,36.92,82.71,132.08,17.38,98.36,160.96,44.17,16.63,43.18,42.39,24.77,109.76,49.37,51.69,46.26,60.1,54.4,94.35,87.52,103.55,49.19,166.92,17.6,41.78,47.71,58.72,68.59,69.08,286.9,45.93,102.51,62.81,30.46,104,121.32,6.41,83.12,149.92,44.93,71.56,89.3,122.54,197.57,36.13,45.07,116.04,34.8,73.18,72.47,4.73,86.8,6.11,70.19,49.06,32.17,7.22,190.02,192.81,79.08,54.99,54.46,10.34,33.96,49.57,128.03,76.43,34.39,113.91,84.08,82.53,103.42,380.33,35.92,46.41,79.39,67.63,62.07,69.47,28.3
15-02-18,91.01,99.96,25.25,34.49,54.52,59.37,68.14,86.29,86.26,48.94,34.48,16.21,41.73,110.44,102.17,86.74,67.28,87.81,44.1,111.99,103.86,36.37,83,134.16,17.4,99.33,162.19,44.88,16.3,43.03,42.19,24.71,109.77,49.35,51.42,46.67,60.01,53.7,94.58,87.73,104.1,49.25,167.4,17.74,41.75,47.3,59.24,67.67,68.96,284,46.81,102.62,61.82,30.51,104.62,121.99,6.43,83.8,151.17,43.97,71.01,89.43,123.35,198.57,36.58,44.53,115.51,33.78,74.67,72.52,4.74,87.45,6.3,70.54,49,32.24,7.28,188.67,194.28,79.78,54.71,53.47,10.37,33.74,49.41,128,76.31,34.04,113.71,83.58,81.37,106.49,377.86,37.17,46.41,80.97,67.96,63,67.73,28.2
15-02-19,89.44,100.7,25.01,34.09,54.56,59.23,67.99,83.52,85.21,48.91,34.41,16.43,42.11,108.35,102.25,86.89,67.28,87.77,44.11,110.94,103.89,36.33,82.62,135.28,17.34,98.72,163.89,45.17,16.21,43.26,42.32,24.52,110.03,49.61,51.12,46.25,59.55,52.16,94.19,89.2,102.62,50.1,167.09,17.63,41.19,47.03,59,67.82,68.88,289.44,46.85,101.7,61.79,30.57,104.7,122.91,6.37,82.76,153.75,43.54,71.12,90.27,121.96,201.71,36.39,44.32,116.06,33.97,73.79,72.29,4.73,87.24,6.49,70.21,48.55,32.24,7.29,189.11,189.81,78.4,54.98,53.12,10.32,33.65,49.68,127.79,76.08,33.79,113.92,83.92,80.61,105.43,377.61,37.06,46.61,79.17,68.72,62.81,67.42,28.72
